Latitude,Longitude,Predicted Concentration
25.32416,67.02152,-6.513323513044837
25.32416,67.59552,-6.174856583041995
25.32416,68.16951999999999,-5.494102003714168
25.32416,68.74351999999999,-4.335131279256355
25.32416,69.31751999999999,-2.6307306631376033
25.32416,69.89151999999999,-0.44792764457333156
25.32416,70.46551999999998,1.9916739436609179
25.32416,71.03951999999998,4.366716640077686
25.32416,71.61351999999998,6.372101566623338
25.32416,72.18751999999998,3.9256180341668454
25.32416,72.76151999999998,-0.651222635453145
25.32416,73.33551999999997,-5.103721480873215
25.32416,73.90951999999997,-6.84091968554239
25.32416,74.48351999999997,-4.115109553233829
25.32416,75.05751999999997,2.2312051621545077
25.32416,75.63151999999997,9.102758549956627
25.32416,76.20551999999996,13.418503238752518
25.32416,76.77951999999996,14.327667675195654
25.32416,77.35351999999996,13.432088350166085
25.32416,77.92751999999996,12.84629166756512
25.32416,78.50151999999996,13.286720074897639
25.32416,79.07551999999995,14.160649544146645
25.32416,79.64951999999995,14.833661840661842
25.32416,80.22351999999995,14.83092447781197
25.32416,80.79751999999995,14.928681297602816
25.32416,81.37151999999995,14.862270702056287
25.32416,81.94551999999995,14.81693432640767
25.32416,82.51951999999994,14.807773931837312
25.32416,83.09351999999994,14.830293710571562
25.32416,83.66751999999994,14.890902705411827
25.32416,84.24151999999994,14.929276113821254
25.32416,84.81551999999994,14.653367378265154
25.32416,85.38951999999993,13.74830824328958
25.32416,85.96351999999993,12.760425804236556
25.32416,86.53751999999993,13.056509583828129
25.32416,87.11151999999993,14.627459082173443
25.32416,87.68551999999993,15.055733089659723
25.32416,88.25951999999992,15.1367326951131
25.32416,88.83351999999992,15.129075044311682
25.32416,89.40751999999992,15.132868381238675
25.32416,89.98151999999992,15.127339065372654
25.32416,90.55551999999992,14.957120094811657
25.32416,91.12951999999991,14.002036250160415
25.32416,91.70351999999993,14.346152562599684
25.32416,92.27751999999992,14.337919816299616
25.32416,92.85151999999992,14.466329366066049
25.32416,93.4255199999999,13.54810422045141
25.32416,93.9995199999999,12.946307596862491
25.32416,94.5735199999999,12.675649213648969
25.32416,95.1475199999999,13.127395891879909
25.32416,95.7215199999999,13.75858542922935
25.32416,96.2955199999999,14.204776670559989
25.32416,96.8695199999999,14.413311221815542
25.32416,97.44351999999988,14.429383337529481
25.32416,98.01751999999988,14.386400170148386
25.32416,98.59151999999987,14.438782869430122
25.32416,99.16551999999989,14.30843373306359
25.32416,99.73951999999989,13.956642246061813
25.32416,100.31351999999988,13.374248239372216
25.32416,100.88751999999988,12.787542116984122
25.32416,101.46151999999988,12.760541825289048
25.32416,102.03551999999988,13.714276566296942
25.32416,102.60951999999988,14.968983509235908
25.32416,103.18351999999987,14.591579550103408
25.32416,103.75751999999989,10.898888072527482
25.32416,104.33151999999988,4.301926066066363
25.32416,104.90551999999988,-2.5070843611840417
25.32416,105.47951999999988,-6.327705646359437
25.32416,106.05351999999986,-5.9150796367095495
25.32416,106.62751999999986,-6.676794793758971
25.32416,107.20151999999986,-6.598273687184308
25.32416,107.77551999999986,-5.9675095619859135
25.32416,108.34951999999986,-5.123263612704141
25.32416,108.92351999999984,-4.3604315252911725
25.32416,109.49751999999984,-3.8848905625051877
25.32416,110.07151999999984,-3.8053637120906547
25.32416,110.64551999999983,-4.1387785027046835
25.32416,111.21951999999985,-4.811813697895337
25.32416,111.79351999999984,-5.655628355749512
25.32416,112.36751999999984,-6.406183819103184
25.32416,112.94151999999984,-6.732846497149653
25.32416,113.51551999999984,-6.314492623053429
25.32416,114.08951999999984,-4.957346206245244
25.32416,114.66351999999983,-2.7075359098943323
25.32416,115.23751999999983,0.11666701334612917
25.32416,115.81151999999985,3.022513187111623
25.32416,116.38551999999984,5.53641188029684
25.32416,116.95951999999984,7.381161612949803
25.32416,117.53351999999984,8.532136037839754
25.32416,118.10751999999982,9.142526557665656
25.32416,118.68151999999982,9.417307130884337
25.32416,119.25551999999982,9.52213609487757
25.32416,119.82951999999982,9.555971539169745
25.32416,120.40351999999982,9.565197057356215
25.32416,120.9775199999998,9.567319051717762
25.32416,121.5515199999998,9.567730308010326
25.32416,122.1255199999998,9.567797395846425
25.32416,122.6995199999998,9.567806599169488
25.32416,123.2735199999998,9.567807660063451
25.32416,123.8475199999998,9.567807748513587
25.56216,67.02152,-5.160824778274341
25.56216,67.59552,-4.571219246359773
25.56216,68.16951999999999,-3.5945943301937078
25.56216,68.74351999999999,-2.183039013116776
25.56216,69.31751999999999,-0.36211814131296194
25.56216,69.89151999999999,1.736002466632578
25.56216,70.46551999999998,3.8842308609603116
