Latitude,Longitude,Predicted Concentration
25.32416,67.02152,30.882360372786547
25.32416,67.59552,30.87266518970182
25.32416,68.16951999999999,30.860218022180447
25.32416,68.74351999999999,30.84704694030759
25.32416,69.31751999999999,30.835112521631142
25.32416,69.89151999999999,30.825796328151156
25.32416,70.46551999999998,30.819587912751214
25.32416,71.03951999999998,30.816133893324874
25.32416,71.61351999999998,30.814601299271832
25.32416,72.18751999999998,30.81662599169774
25.32416,72.76151999999998,30.826480691718277
25.32416,73.33551999999997,30.85503643856536
25.32416,73.90951999999997,30.915946182272606
25.32416,74.48351999999997,31.01203784953294
25.32416,75.05751999999997,31.117644595545098
25.32416,75.63151999999997,31.176850840131365
25.32416,76.20551999999996,31.132731920004247
25.32416,76.77951999999996,30.969996681931846
25.32416,77.35351999999996,30.729526589156762
25.32416,77.92751999999996,30.477195344187837
25.32416,78.50151999999996,30.258475305683838
25.32416,79.07551999999995,30.08269805481082
25.32416,79.64951999999995,29.934878242070845
25.32416,80.22351999999995,29.75232054548948
25.32416,80.79751999999995,29.540026730956065
25.32416,81.37151999999995,29.365836528671156
25.32416,81.94551999999995,29.262084100048305
25.32416,82.51951999999994,29.2383356052639
25.32416,83.09351999999994,29.29442917666853
25.32416,83.66751999999994,29.429074895539294
25.32416,84.24151999999994,29.623460762241827
25.32416,84.81551999999994,29.84068546912649
25.32416,85.38951999999993,30.061507877333852
25.32416,85.96351999999993,30.305168206013477
25.32416,86.53751999999993,30.59106024008774
25.32416,87.11151999999993,30.884057974717972
25.32416,87.68551999999993,31.07015636681235
25.32416,88.25951999999992,31.0339361196328
25.32416,88.83351999999992,31.014471519811263
25.32416,89.40751999999992,31.018386307517936
25.32416,89.98151999999992,31.04476805510725
25.32416,90.55551999999992,31.08710057415936
25.32416,91.12951999999991,31.096477445937598
25.32416,91.70351999999993,31.032215252231772
25.32416,92.27751999999992,30.97596884668361
25.32416,92.85151999999992,30.855383075336835
25.32416,93.4255199999999,30.696184149141057
25.32416,93.9995199999999,30.560844044781856
25.32416,94.5735199999999,30.363915937899506
25.32416,95.1475199999999,30.190924925989076
25.32416,95.7215199999999,30.059476365420323
25.32416,96.2955199999999,29.966727787364096
25.32416,96.8695199999999,29.915784315620872
25.32416,97.44351999999988,29.91146347250474
25.32416,98.01751999999988,29.92286509146085
25.32416,98.59151999999987,29.908902494863344
25.32416,99.16551999999989,29.94243449467559
25.32416,99.73951999999989,30.019797734477283
25.32416,100.31351999999988,30.136413267433518
25.32416,100.88751999999988,30.292952194206144
25.32416,101.46151999999988,30.49293177174859
25.32416,102.03551999999988,30.726529001199932
25.32416,102.60951999999988,30.954920403836727
25.32416,103.18351999999987,31.119383298129225
25.32416,103.75751999999989,31.177171758811912
25.32416,104.33151999999988,31.1328647124321
25.32416,104.90551999999988,31.033701329368817
25.32416,105.47951999999988,30.93447409026295
25.32416,106.05351999999986,30.868651727503693
25.32416,106.62751999999986,30.896542159262147
25.32416,107.20151999999986,30.927129672890036
25.32416,107.77551999999986,30.95684360633517
25.32416,108.34951999999986,30.98231566854721
25.32416,108.92351999999984,31.0010523334835
25.32416,109.49751999999984,31.011591446538368
25.32416,110.07151999999984,31.013288432205556
25.32416,110.64551999999983,31.0060530694976
25.32416,111.21951999999985,30.990296729095665
25.32416,111.79351999999984,30.967137071985718
25.32416,112.36751999999984,30.938669675050736
25.32416,112.94151999999984,30.90798358145621
25.32416,113.51551999999984,30.87868038984038
25.32416,114.08951999999984,30.853963638965975
25.32416,114.66351999999983,30.835717661642352
25.32416,115.23751999999983,30.824095996859445
25.32416,115.81151999999985,30.81784482577378
25.32416,116.38551999999984,30.815109601860737
25.32416,116.95951999999984,30.814215887002586
25.32416,117.53351999999984,30.814061562596443
25.32416,118.10751999999982,30.81410464883168
25.32416,118.68151999999982,30.814156639115104
25.32416,119.25551999999982,30.81418349978507
25.32416,119.82951999999982,30.81419338270104
25.32416,120.40351999999982,30.81419623413393
25.32416,120.9775199999998,30.814196901981337
25.32416,121.5515199999998,30.814197030970192
25.32416,122.1255199999998,30.81419705168008
25.32416,122.6995199999998,30.814197054456287
25.32416,123.2735199999998,30.814197054767764
25.32416,123.8475199999998,30.81419705479305
25.56216,67.02152,30.855735777329052
25.56216,67.59552,30.849258097033033
25.56216,68.16951999999999,30.84113088872127
25.56216,68.74351999999999,30.83279139513059
25.56216,69.31751999999999,30.82551658975779
25.56216,69.89151999999999,30.820091952138736
25.56216,70.46551999999998,30.816675342824738
25.56216,71.03951999999998,30.814913083624333
25.56216,71.61351999999998,30.81448279271304
25.56216,72.18751999999998,30.81768537801875
25.56216,72.76151999999998,30.83035253266325
25.56216,73.33551999999997,30.865180526285517
25.56216,73.90951999999997,30.935631795516727
25.56216,74.48351999999997,31.039548378831732
25.56216,75.05751999999997,31.141244383988507
25.56216,75.63151999999997,31.17626230380884
25.56216,76.20551999999996,31.09043626657278
25.56216,76.77951999999996,30.88455739397498
25.56216,77.35351999999996,30.617196016808904
25.56216,77.92751999999996,30.358160360738356
25.56216,78.50151999999996,30.140778482231955
25.56216,79.07551999999995,29.959588333422236
25.56216,79.64951999999995,29.80352363057191
25.56216,80.22351999999995,29.606145876108418
25.56216,80.79751999999995,29.379015390681523
25.56216,81.37151999999995,29.196619840786212
25.56216,81.94551999999995,29.101477202962336
25.56216,82.51951999999994,29.08188391540739
25.56216,83.09351999999994,29.129627961939143
25.56216,83.66751999999994,29.260286278775588
25.56216,84.24151999999994,29.472360552282982
25.56216,84.81551999999994,29.721528860131606
25.56216,85.38951999999993,29.9652764901143
25.56216,85.96351999999993,30.213066902774642
25.56216,86.53751999999993,30.49901286488384
25.56216,87.11151999999993,30.808183988203975
25.56216,87.68551999999993,30.963838351310017
25.56216,88.25951999999992,30.910360693166304
25.56216,88.83351999999992,30.884148495524396
25.56216,89.40751999999992,30.88937107453274
25.56216,89.98151999999992,30.925232380037013
25.56216,90.55551999999992,30.985799154913064
25.56216,91.12951999999991,31.003003402347694
25.56216,91.70351999999993,30.912051993722983
25.56216,92.27751999999992,30.838533740215773
25.56216,92.85151999999992,30.720000522049535
25.56216,93.4255199999999,30.54510833292361
25.56216,93.9995199999999,30.40475679557314
25.56216,94.5735199999999,30.237078955048478
25.56216,95.1475199999999,30.063938048895604
25.56216,95.7215199999999,29.92529196863497
25.56216,96.2955199999999,29.82123631118531
25.56216,96.8695199999999,29.761878560676337
25.56216,97.44351999999988,29.756781979440927
25.56216,98.01751999999988,29.7701764299518
25.56216,98.59151999999987,29.753721805065886
25.56216,99.16551999999989,29.793072926483326
25.56216,99.73951999999989,29.881416074281837
25.56216,100.31351999999988,30.00752021181524
25.56216,100.88751999999988,30.166652595267607
25.56216,101.46151999999988,30.36529782346079
25.56216,102.03551999999988,30.60575683118371
25.56216,102.60951999999988,30.86028711360403
25.56216,103.18351999999987,31.068020031916067
25.56216,103.75751999999989,31.170373266039793
25.56216,104.33151999999988,31.154988745713933
25.56216,104.90551999999988,31.063623211270812
25.56216,105.47951999999988,30.95789247747833
25.56216,106.05351999999986,30.89699633658689
25.56216,106.62751999999986,30.93431635133419
25.56216,107.20151999999986,30.9730473172339
25.56216,107.77551999999986,31.008681444146738
25.56216,108.34951999999986,31.037696288278962
25.56216,108.92351999999984,31.05810745429751
25.56216,109.49751999999984,31.06922410369474
25.56216,110.07151999999984,31.07098862901601
25.56216,110.64551999999983,31.063415847331466
25.56216,111.21951999999985,31.046489669368395
25.56216,111.79351999999984,31.020578443053992
25.56216,112.36751999999984,30.987114558486333
25.56216,112.94151999999984,30.949056233111108
25.56216,113.51551999999984,30.91065759081841
25.56216,114.08951999999984,30.87642447775748
25.56216,114.66351999999983,30.84969549374941
25.56216,115.23751999999983,30.83164463766431
25.56216,115.81151999999985,30.82128398303845
25.56216,116.38551999999984,30.816368163831505
25.56216,116.95951999999984,30.814542854756393
25.56216,117.53351999999984,30.814090096949332
25.56216,118.10751999999982,30.814077932213465
25.56216,118.68151999999982,30.814137186255625
25.56216,119.25551999999982,30.814175375420056
25.56216,119.82951999999982,30.814190856152088
25.56216,120.40351999999982,30.81419560874224
25.56216,120.9775199999998,30.81419677549679
25.56216,121.5515199999998,30.81419700980811
25.56216,122.1255199999998,30.814197048732208
25.56216,122.6995199999998,30.814197054113194
25.56216,123.2735199999998,30.814197054701623
25.56216,123.8475199999998,30.814197054778866
25.80016,67.02152,30.837801251767164
25.80016,67.59552,30.833777662716265
25.80016,68.16951999999999,30.82883897331401
25.80016,68.74351999999999,30.823921919714078
25.80016,69.31751999999999,30.81979604882774
25.80016,69.89151999999999,30.816868351839478
25.80016,70.46551999999998,30.815143019473073
25.80016,71.03951999999998,30.814339302323113
25.80016,71.61351999999998,30.81472107915381
25.80016,72.18751999999998,30.818979097648743
25.80016,72.76151999999998,30.834815410496404
25.80016,73.33551999999997,30.876288579251405
25.80016,73.90951999999997,30.955958438244664
25.80016,74.48351999999997,31.065587216725252
25.80016,75.05751999999997,31.159180387911203
25.80016,75.63151999999997,31.165724951584945
25.80016,76.20551999999996,31.037637908719248
25.80016,76.77951999999996,30.794114647198665
25.80016,77.35351999999996,30.508802772580456
25.80016,77.92751999999996,30.24878813501991
25.80016,78.50151999999996,30.03019259923809
25.80016,79.07551999999995,29.834320823904736
25.80016,79.64951999999995,29.653307959948137
25.80016,80.22351999999995,29.44913856333421
25.80016,80.79751999999995,29.226158633333423
25.80016,81.37151999999995,29.062226394965986
25.80016,81.94551999999995,29.002552289290396
25.80016,82.51951999999994,28.994907711478948
25.80016,83.09351999999994,29.016985891077894
25.80016,83.66751999999994,29.11440907839858
25.80016,84.24151999999994,29.322556676884297
25.80016,84.81551999999994,29.598931368171367
25.80016,85.38951999999993,29.8721445736141
25.80016,85.96351999999993,30.130126623358947
25.80016,86.53751999999993,30.41499152154566
25.80016,87.11151999999993,30.725682775928814
25.80016,87.68551999999993,30.823459463101464
25.80016,88.25951999999992,30.760223078900854
25.80016,88.83351999999992,30.72898814925879
25.80016,89.40751999999992,30.73516692040326
25.80016,89.98151999999992,30.778203801485738
25.80016,90.55551999999992,30.853663482476065
25.80016,91.12951999999991,30.88016931418933
25.80016,91.70351999999993,30.767287129343426
25.80016,92.27751999999992,30.681304879738747
25.80016,92.85151999999992,30.579213130869128
25.80016,93.4255199999999,30.397702571820304
25.80016,93.9995199999999,30.25755225769371
25.80016,94.5735199999999,30.119713651639966
25.80016,95.1475199999999,29.94004709938039
25.80016,95.7215199999999,29.784718644433728
25.80016,96.2955199999999,29.66210785343912
25.80016,96.8695199999999,29.59108978920025
25.80016,97.44351999999988,29.584985486175572
25.80016,98.01751999999988,29.600987663002556
25.80016,98.59151999999987,29.58127827848658
25.80016,99.16551999999989,29.628406638442076
25.80016,99.73951999999989,29.733438922675887
25.80016,100.31351999999988,29.878146684823957
25.80016,100.88751999999988,30.048145212675035
25.80016,101.46151999999988,30.24729938893156
25.80016,102.03551999999988,30.488520010760606
25.80016,102.60951999999988,30.75966004606287
25.80016,103.18351999999987,31.004366463088882
25.80016,103.75751999999989,31.151460032731155
25.80016,104.33151999999988,31.16972312228499
25.80016,104.90551999999988,31.091280398616068
25.80016,105.47951999999988,30.981944556847242
25.80016,106.05351999999986,30.933471021091442
25.80016,106.62751999999986,30.98009443339285
25.80016,107.20151999999986,31.025374641407353
25.80016,107.77551999999986,31.064209769782785
25.80016,108.34951999999986,31.093631222790556
25.80016,108.92351999999984,31.11296575688357
25.80016,109.49751999999984,31.12295091249115
25.80016,110.07151999999984,31.124496968853148
25.80016,110.64551999999983,31.117785323845286
25.80016,111.21951999999985,31.10211025253139
25.80016,111.79351999999984,31.07652864789312
25.80016,112.36751999999984,31.04103977682708
25.80016,112.94151999999984,30.9976943810059
25.80016,113.51551999999984,30.950890373738048
25.80016,114.08951999999984,30.90640748718472
25.80016,114.66351999999983,30.869488024199114
25.80016,115.23751999999983,30.843009220623223
25.80016,115.81151999999985,30.826830958068484
25.80016,116.38551999999984,30.818588466614226
25.80016,116.95951999999984,30.815218635092318
25.80016,117.53351999999984,30.81420981254355
25.80016,118.10751999999982,30.814061921547264
25.80016,118.68151999999982,30.814113325427286
