NearestPond,Type
516.0199235529933,0
462.8882444031568,0
410.6536721160461,0
359.7086189458019,0
310.6894556340623,0
264.66978605334305,0
223.51138698645101,0
190.39461209821664,0
164.6142916923935,0
133.06229892044118,0
100.24376227608953,2
90.18501945248879,2
112.44808005643326,2
153.5656698300624,2
202.35275645188136,2
254.43441385826077,2
308.1438105102678,2
362.7577793914,2
373.73672992737454,2
389.83875053407945,2
400.233104115403,0
391.0344602148829,2
384.27523940335647,2
385.6085916197983,2
394.9525341141012,2
411.7618793136406,2
416.1904886860814,2
397.8307975872631,0
379.5361723430636,0
368.9208050021952,0
351.52427283269583,2
320.0406897710072,2
295.98664100130367,2
278.58313819232006,2
240.65872864482444,2
211.17953460737408,2
194.03446408296637,2
192.54741789070744,2
196.38858818672952,2
191.59043673852645,2
203.02179744413687,2
228.25696725044997,2
263.3568597071582,2
304.9331884784026,2
350.68927385261713,2
399.1895913015294,2
449.54592713592933,2
501.19822540269945,2
553.7830017097465,2
607.0569800583169,2
660.8524747245026,2
707.4297366064153,1
675.3868697123135,1
646.5286500724117,1
621.299750886209,1
600.1586968284474,1
583.5504858374777,1
571.8706019862908,1
565.4248304268988,1
564.3926904120863,1
568.8036781624884,1
578.5331992452586,1
593.3194343807073,1
612.796105198366,1
636.5323513625663,1
664.071027346445,1
694.9596213941836,1
728.7715999185438,1
765.1187220600109,1
803.6562615479517,1
844.0833761456025,1
886.1405652993911,1
929.6056508140061,1
974.2892276655929,1
1020.030150077301,1
1066.6913528510568,1
1114.1561393739453,1
1162.3249685552244,1
1211.1127195059673,1
1256.9873274673278,2
1285.8608554316427,2
1316.3209945727167,2
1348.2593815700766,2
1381.572627230741,2
1036.0471723544056,0
1042.7604724337625,0
1052.725708355484,0
1065.851525154365,0
1082.0227155557711,0
1100.7997867208808,0
1061.4055199244508,0
1005.5284869998512,0
949.7072008564414,0
893.9534579560367,0
838.282092702817,0
782.712045247122,0
727.2679087935051,0
671.9822247236765,0
616.8989775641825,0
562.0790773532858,0
507.6092538018572,0
453.6170473898828,0
400.29719330002575,0
347.96035150128165,0
297.127876441152,0
248.72528736996827,0
204.4868369553433,0
167.74149234661843,0
144.33154085185194,0
109.43710427982596,0
77.51760003485659,2
64.01253592919653,2
92.73176469629968,2
139.69111707347074,2
191.93919610093573,2
246.12994419266994,2
301.21584087278546,2
339.19324101161607,2
347.9316009706416,2
365.1362087829289,2
373.930303822733,0
365.0687975160291,2
357.8355638190038,2
359.2639057418087,2
369.25329069784584,2
387.1413654446711,2
389.75991390222174,2
373.5199774383262,0
354.01530694841466,0
342.63563449352444,0
330.89093429796105,2
297.30736550503957,2
271.304341246452,2
255.21025324004896,2
220.11479501026278,2
187.5086800736918,2
168.00925192234467,2
166.29337612197736,2
170.7049125707863,2
165.17448757672742,2
178.28014370655944,2
206.5034204722165,2
244.66697899065846,2
288.856769297068,2
336.7076617660169,2
386.8626604520017,2
438.5309983477024,2
491.23442626959974,2
544.6715603663553,2
598.6449297827407,2
653.0205385816627,2
686.2074136575966,1
653.2003449306413,1
623.3844708424259,1
597.2387095331733,1
575.2643825139479,1
557.955136012424,1
545.755468207895,1
539.0127392003802,1
537.9323559946541,1
542.5481725408555,1
552.7173870929317,1
568.1416345525392,1
588.4074393827401,1
613.0343598326683,1
641.5197760196521,1
673.3735399193565,1
708.1405210534328,1
745.412408154875,1
784.8315546579707,1
826.0897291671067,1
868.9240644572526,1
913.1117897317868,1
958.4647218822255,1
1004.8240510331905,1
1052.0556703239945,1
1100.0461306154511,1
1148.6992089929188,1
1197.93303585338,1
1234.022128092154,2
1263.3520409672249,2
1294.2697265288216,2
1326.663331662796,2
1360.4265392920763,2
1062.4169597804105,0
1068.9521385569485,0
1078.656855814917,0
1091.4464237099799,0
1107.2137575328527,0
1081.4483104989445,0
1043.1557193521617,0
1001.1170670827688,0
945.1612263007399,0
889.2485226918978,0
833.3890117156114,0
777.5955358786051,0
721.8847925098768,0
666.2789289526621,0
610.8079933247727,0
555.5138221296048,0
500.456438586374,0
445.7250431231881,0
391.4578582356364,0
337.880118525198,0
285.3819152973641,0
234.69036508347665,0
187.27986229756925,0
146.37560484649572,0
118.89525463107537,0
87.45832093870517,0
58.05798056431157,2
38.25543105444548,2
77.17087771878018,2
129.79303227896767,2
184.75904161646284,2
240.46618831604036,2
296.4961591540772,2
312.8004992226934,2
322.2346782089157,2
340.699349250343,2
347.6532644713887,0
339.18144138447065,2
331.4011551390728,2
332.93950554570006,2
343.6713434344161,2
362.7814611023772,2
363.3354646684,2
349.5230228858342,0
328.6448958430037,0
316.38170440057337,0
311.14207237918254,2
275.2428319116679,2
246.99288761866393,2
229.23860065348842,2
200.96215551259243,2
164.69283789451367,2
142.14935584030067,2
140.1216165052228,2
145.30465190789806,2
138.78016215219807,2
154.11464604885228,2
185.9771869900841,2
227.52639871874595,2
274.39603825450405,2
324.28654213383226,2
375.9964410723315,2
428.8671890827826,2
482.5163617467017,2
536.7095616831112,2
591.2961828707798,2
646.1754645435421,2
665.3600590542246,1
631.343055876534,1
600.5144597055481,1
573.3896031798758,1
550.5169445973097,1
532.4453601799096,1
519.676426347017,1
512.6068853029823,1
511.47329815096947,1
516.3147920161483,1
526.9665878765245,1
543.0866598752309,1
564.2061175084366,1
589.7876512519773,1
619.2779501144513,1
652.1462842446579,1
687.9078613958407,1
726.1345180247754,1
766.4566328328145,1
808.5598456849392,1
852.1792356700086,1
897.0926608940844,1
943.1142255602333,1
990.0883477688441,1
1037.8846057186336,1
1086.39337843153,1
1135.52221861406,1
1183.1076295832374,2
1211.1982771640771,2
1240.9975977401891,2
1272.3847226190971,2
1305.2442447175672,2
1339.4668991781339,2
1088.79169668905,0
1095.1571953552277,0
1104.6134553728452,0
1117.0818461799952,0
1102.6439655786335,0
1062.4010290649323,0
1023.4887978993764,0
986.0659292674021,0
941.332722369012,0
885.3054998354918,0
829.3078210102162,0
773.3474978756794,0
717.4346739938368,0
661.5828042361414,0
605.8101707772291,0
550.1423097392352,0
494.616051931081,0
439.2865717366193,0
384.2403856499143,0
329.62098758373816,0
275.6837422772639,0
222.92597950652367,0
172.43544047567838,0
126.9485590349224,0
94.03277111845644,0
68.72415674444233,0
41.95045962344138,0
15.197285313794236,2
68.65175352712785,2
124.821008134989,2
181.19708449966242,2
237.63203878656532,2
286.873142874138,2
286.42250302832895,2
296.6740803789109,2
316.5897002425089,2
321.4083044601077,0
313.3917977010196,2
304.97338293817864,2
306.64061551958883,2
318.2349808568983,2
338.7383951430566,2
336.91858226599345,2
325.90927188383966,0
303.4626767249635,0
290.16749461450985,0
287.297365182306,0
254.02142419581133,2
223.1735076825155,2
203.39611891945538,2
183.63664827518107,2
143.1414443706619,2
116.56485386202998,2
114.08877923280237,2
120.3673612014212,2
112.42269180219009,2
130.84492233864873,2
167.13107836182604,2
212.3106923848432,2
261.8188446425075,2
313.61138790858365,2
366.7208023254042,2
420.6476302549245,2
475.11261270633725,2
529.9488164272158,2
585.0508090160616,2
640.3489011877632,2
644.9240371294951,1
609.8504037515311,1
577.9511650215791,1
549.7800135193339,1
525.9371169672327,1
507.03407470455505,1
493.6391966897555,1
486.2082849837701,1
485.0157258047407,1
490.10708940886406,1
501.2908206904686,1
518.1723274959869,1
540.2173189168929,1
566.8231437540494,1
597.3801127871444,1
631.3140511984464,1
668.1098189176928,1
707.3200829700216,1
748.5646199317594,1
791.5245399617231,1
835.9344248598005,1
881.5741448024779,1
928.261255907727,1
975.8443512772787,1
1024.1974462238147,1
1073.2153351201187,1
1122.8097989256808,1
1159.9535786020315,2
1188.5239189028498,2
1218.8060210480087,2
1250.674712355733,2
1284.010978225416,2
1318.7025988642617,2
1115.1710318773157,0
1121.3747039936768,0
1130.593753882708,0
1126.5198817911735,0
1084.5180993286654,0
1043.6745986417925,0
1004.1319039379524,0
966.0508984844859,0
929.6123231717789,0
882.1346067302175,0
826.0505546800446,0
769.9823058809523,0
713.935000473756,0
657.9154183711535,0
601.9327401702416,0
545.999773406657,0
490.1350124367271,0
434.36627392610745,0
378.7375088660092,0
323.3225466354782,0
268.2555489304259,0
213.80725719815797,0
160.60999169067972,0
110.48785046512602,0
70.35506447117068,0
56.55647841392705,0
15.555511055651449,0
20.001079554542454,2
69.80212652725015,2
125.36254114547103,2
181.46651184484514,2
235.77619869075903,0
260.55885593558867,2
260.06373936066376,2
271.28834355793185,2
292.0825373550715,0
295.2039799116788,0
287.72614234722477,2
278.5541361280668,2
280.3744142589651,2
292.9821239190673,2
315.084706631488,2
310.5111979576959,2
302.7683991195221,0
278.5197001562968,0
264.00483742224185,0
260.8541414769761,0
233.87276863812667,2
200.0220727415304,2
177.739159577769,2
168.7021485420993,2
123.51814375730919,2
91.48708161547805,2
88.31779745228889,2
96.25355321665155,2
86.135915978851,2
109.04594613556651,2
150.59718622596435,2
199.46085980441123,2
251.40803092121197,2
304.86566419992016,2
359.1590004771323,2
413.95836208814796,2
469.0854164438309,2
524.4357846112506,2
579.9444559482122,2
635.568860916852,2
624.9397023182628,1
588.7623232440756,1
555.7319473242985,1
526.4421668620835,1
501.5495429706675,1
481.73686579849425,1
467.65076320579396,1
459.818187553478,1
458.55989608361256,1
463.9294164470999,1
475.70223517724315,1
493.41994239487747,1
516.470658175438,1
544.1765657967687,1
575.8655071665328,1
610.9172532335257,1
648.7861830116639,1
689.0070707373636,1
731.1909673581862,1
775.0164267410379,1
820.2193426466084,1
866.5831372910886,1
913.9300713310807,1
962.1139019451002,1
1011.0138466664226,1
1060.5296982321313,1
1109.7268455540877,2
1136.942758615635,2
1166.0077755288326,2
1196.7863720185942,2
1229.1489696434503,2
1262.972905817398,2
1298.1430136386602,2
1141.554646545836,0
1147.6038110016068,0
1152.8888102621531,0
1109.3137957286306,0
1066.7378258429671,0
1025.286601220022,0
985.1033144766069,0
946.3506579005201,0
909.2127008722553,0
873.8964001808866,0
823.6269883611359,0
767.5115728516288,0
711.3997991997909,0
655.2940439293001,0
599.1974523594546,0
543.1143355800464,0
487.05084108918106,0
431.01614541206806,0
375.0247122704387,0
319.10091767794387,0
263.28953442516536,0
207.68297994028993,0
152.50741532317517,0
98.49214728109204,0
49.58932074497767,0
39.16463204098932,0
11.212246210714085,0
44.39296242056565,2
80.20701455567308,2
128.21620083999656,0
173.7196496028244,0
224.06473427448051,0
234.2802428155118,2
233.73071510335262,2
246.13157862448392,2
265.6314203718469,0
269.0521641623395,0
262.220885057479,2
252.14609453251458,2
254.15103700324656,2
267.9646581139188,2
291.9150639897756,2
284.11596018138425,2
280.2175825715455,0
253.88648882813897,0
237.9107409025292,0
234.4175676333126,0
215.09853655137755,2
177.79969545348064,2
152.36147478855077,2
145.16004405250416,2
106.89016362905336,2
67.48334762280425,2
63.130173548985645,2
73.77517509265499,2
60.01280342949137,2
89.79531240468567,2
137.21391884286288,2
189.45890217199468,2
243.44169250276755,2
298.2191697520045,2
353.4210605932487,2
408.8744991873331,2
464.48836260173334,2
520.2101366004538,2
576.0074171935877,2
631.8590953643741,2
605.4517836148068,1
568.1238681196462,1
533.8997667800171,1
503.41385814637465,1
477.38368798379764,1
456.57269575700894,1
441.71973872566974,1
433.43814612731853,1
432.10612906689323,1
437.787160087301,1
450.2156968775359,1
468.8551545379207,1
493.00112625049746,1
521.8893074271107,1
554.7787211168537,1
591.0009760380415,1
629.980610616405,1
671.2365233391957,1
714.3734965131366,1
759.0699033851112,1
805.0650117705727,1
852.1474795678799,1
900.1455951369757,1
948.9192935396901,1
998.3537574740609,1
1048.3543443345795,1
1086.363765915379,2
1114.0840456123121,2
1143.6591928048394,2
1174.9483181139628,2
1207.8173478923457,2
1242.1399469835865,2
1277.7980266779143,2
1167.9422506516653,0
1173.8437388273521,0
1136.5916975105938,0
1092.4744578871962,0
1049.3207143327866,0
1007.255572994001,0
966.4224234479032,0
926.9852783873024,0
889.13106654862,0
853.0716410450636,0
819.0451386832998,0
765.9439548670892,0
709.8394042704842,0
653.7312642545152,0
597.6199903163131,0
541.5060922343283,0
485.3901658215633,0
429.2729495471182,0
373.15543220351907,0
317.03907485781235,0
260.9263190900836,0
204.821930295631,0
148.7373794021089,0
92.71111352139357,0
37.012956518016054,0
21.137591390871403,0
37.564114328433185,0
62.73307046932009,0
71.38913530959016,0
111.94232327179324,0
161.9854667982625,0
214.9900338438538,0
208.050821689069,2
207.4332331121896,2
221.28189242579407,2
239.18507607755924,0
242.96981300843217,0
236.92783202025265,2
225.7531904606003,2
227.98526137594473,2
243.2552203762165,2
268.44081935323044,2
257.73660080602383,2
258.41134604548785,0
229.6627389938432,0
211.91053370903225,0
207.99017935765178,0
198.0899026264427,2
156.9016280982844,2
127.43002648736449,2
118.74627940410052,2
94.84618511118319,2
46.25703695588384,2
39.653574158748036,2
54.976281274826405,2
34.42794350469075,2
75.07951110358792,2
127.97358491568332,2
182.77295524792638,2
238.16525007970722,2
293.8144017285809,2
349.5967995499205,2
405.45643483027607,2
461.3642032839721,2
517.3034218799879,2
573.2637851196981,2
627.514933134261,1
586.5097666577234,1
547.9858429535501,1
512.504088255394,1
480.73957191894056,1
453.47499998084106,1
431.5648374145748,1
415.8568627419926,1
407.0701157424155,1
405.6548282980735,1
411.6870672967108,1
424.84957153952485,1
444.5090665219229,1
469.85025379198834,1
500.0094197624457,1
534.1704228511072,1
571.6154492353714,1
611.7408815371368,1
654.0526589539531,1
698.1524019837144,1
743.7210955205554,1
790.503683282784,1
