Latitude,Longitude,Predicted Concentration
25.32416,67.02152,-0.5883446722543814
25.32416,67.59552,-0.5712269869563924
25.32416,68.16951999999999,-0.5366396093259528
25.32416,68.74351999999999,-0.477528096523371
25.32416,69.31751999999999,-0.3906679038345261
25.32416,69.89151999999999,-0.28044721958911245
25.32416,70.46551999999998,-0.15978020047238203
25.32416,71.03951999999998,-0.04627122856582305
25.32416,71.61351999999998,0.04495462077659257
25.32416,72.18751999999998,-0.06697444391399629
25.32416,72.76151999999998,-0.29063943164423334
25.32416,73.33551999999997,-0.5167462585984811
25.32416,73.90951999999997,-0.6051084996106751
25.32416,74.48351999999997,-0.48493206282256784
25.32416,75.05751999999997,-0.2484025446268214
25.32416,75.63151999999997,-0.053950956126669475
25.32416,76.20551999999996,0.03354448193884765
25.32416,76.77951999999996,0.05132029175884836
25.32416,77.35351999999996,0.04632393324740183
25.32416,77.92751999999996,0.03773283353658355
25.32416,78.50151999999996,0.03178614785241832
25.32416,79.07551999999995,0.02998191038979639
25.32416,79.64951999999995,0.03037164357656122
25.32416,80.22351999999995,0.030274793004511885
25.32416,80.79751999999995,0.030024530791908838
25.32416,81.37151999999995,0.02963299122402288
25.32416,81.94551999999995,0.029508928234210835
25.32416,82.51951999999994,0.02949842847076281
25.32416,83.09351999999994,0.029534503913598492
25.32416,83.66751999999994,0.02975952295307463
25.32416,84.24151999999994,0.030200996170069466
25.32416,84.81551999999994,0.0300890427945181
25.32416,85.38951999999993,0.028968374559074
25.32416,85.96351999999993,0.028985031557187263
25.32416,86.53751999999993,0.031787463465061144
25.32416,87.11151999999993,0.03602467146557645
25.32416,87.68551999999993,0.03403267538599111
25.32416,88.25951999999992,0.03588261594617284
25.32416,88.83351999999992,0.03636392787840462
25.32416,89.40751999999992,0.0362877307991695
25.32416,89.98151999999992,0.03548438043926319
25.32416,90.55551999999992,0.03248414883978348
25.32416,91.12951999999991,0.043367905781645316
25.32416,91.70351999999993,0.049832046201126495
25.32416,92.27751999999992,0.05128135328076025
25.32416,92.85151999999992,0.03563168448397627
25.32416,93.4255199999999,0.03323753711481961
25.32416,93.9995199999999,0.031403709554065934
25.32416,94.5735199999999,0.029372300408933377
25.32416,95.1475199999999,0.028649627893930024
25.32416,95.7215199999999,0.028978058086085362
25.32416,96.2955199999999,0.02948646519576284
25.32416,96.8695199999999,0.029765661087370582
25.32416,97.44351999999988,0.029787670542876704
25.32416,98.01751999999988,0.02972888824945455
25.32416,98.59151999999987,0.029800553092062337
25.32416,99.16551999999989,0.02962331332406945
25.32416,99.73951999999989,0.029184301019288178
25.32416,100.31351999999988,0.028701854390209697
25.32416,100.88751999999988,0.02892142523360844
25.32416,101.46151999999988,0.030602100095901058
25.32416,102.03551999999988,0.033685632684686745
25.32416,102.60951999999988,0.03668503259232617
25.32416,103.18351999999987,0.027232328167389103
25.32416,103.75751999999989,-0.03604987851459637
25.32416,104.33151999999988,-0.19986331195014914
25.32416,104.90551999999988,-0.4297905676487096
25.32416,105.47951999999988,-0.5855167280474615
25.32416,106.05351999999986,-0.5586163481598936
25.32416,106.62751999999986,-0.5979232479790789
25.32416,107.20151999999986,-0.5957098676697343
25.32416,107.77551999999986,-0.567880408723342
25.32416,108.34951999999986,-0.5313753771617888
25.32416,108.92351999999984,-0.499315975469504
25.32416,109.49751999999984,-0.47976671962155937
25.32416,110.07151999999984,-0.4765295201996108
25.32416,110.64551999999983,-0.4901628086381211
25.32416,111.21951999999985,-0.5181806747535264
25.32416,111.79351999999984,-0.55427021437723
25.32416,112.36751999999984,-0.5872320995006611
25.32416,112.94151999999984,-0.6012147303113625
25.32416,113.51551999999984,-0.5791074707918767
25.32416,114.08951999999984,-0.509538048971914
25.32416,114.66351999999983,-0.3945350833611113
25.32416,115.23751999999983,-0.2521016905867999
25.32416,115.81151999999985,-0.1098053441678715
25.32416,116.38551999999984,0.007667901341029459
25.32416,116.95951999999984,0.0885106586090166
25.32416,117.53351999999984,0.13501825591960748
25.32416,118.10751999999982,0.15739149224832732
25.32416,118.68151999999982,0.1663850941757804
25.32416,119.25551999999982,0.16940247800694905
25.32416,119.82951999999982,0.1702463084082809
25.32416,120.40351999999982,0.17044275618008345
25.32416,120.9775199999998,0.17048078188047616
25.32416,121.5515199999998,0.1704868949377773
25.32416,122.1255199999998,0.17048771029742224
25.32416,122.6995199999998,0.17048780044466344
25.32416,123.2735199999998,0.17048780869959604
25.32416,123.8475199999998,0.1704878092485694
25.56216,67.02152,-0.5196578846506297
25.56216,67.59552,-0.4895779247393198
25.56216,68.16951999999999,-0.4397441921574461
25.56216,68.74351999999999,-0.36793925115830417
25.56216,69.31751999999999,-0.2761505387590403
25.56216,69.89151999999999,-0.1722616815639196
25.56216,70.46551999999998,-0.06892685811833421
